CHANNEL node 2 VANAROSEN
N_CASCADE_LINRES 3
K_TRAVELTIME_HOURS 4.00
yyyy mm dd hh [m3/s]    [Mm3]       [m3/s]      [Euro]
yyyy mm dd hh Up_Inflow Storage_Mm3 tot_outflow Qmin_Cost
2023 6 25 0 4.7421 0.06841996 4.7699 0.0000 
2023 6 26 0 4.5732 0.06598904 4.6013 0.0000 
2023 6 27 0 4.4091 0.06362244 4.4365 0.0000 
2023 6 28 0 4.2527 0.06136447 4.2789 0.0000 
2023 6 29 0 4.1012 0.05917917 4.1265 0.0000 
2023 6 30 0 3.9563 0.05708685 3.9805 0.0000 
2023 7 1 0 3.8139 0.05503425 3.8377 0.0000 
2023 7 2 0 3.6777 0.05306746 3.7004 0.0000 
2023 7 3 0 3.5473 0.05118558 3.5691 0.0000 
2023 7 4 0 3.4288 0.04946940 3.4486 0.0000 
2023 7 5 0 3.3147 0.04782369 3.3338 0.0000 
2023 7 6 0 3.2112 0.04632465 3.2286 0.0000 
2023 7 7 0 3.1277 0.04510566 3.1418 0.0000 
2023 7 8 0 3.0886 0.04450839 3.0956 0.0000 
2023 7 9 0 3.0581 0.04406152 3.0633 0.0000 
2023 7 10 0 3.0165 0.04347101 3.0234 0.0000 
2023 7 11 0 2.9674 0.04276996 2.9755 0.0000 
2023 7 12 0 2.9347 0.04228597 2.9403 0.0000 
2023 7 13 0 2.8885 0.04163117 2.8961 0.0000 
2023 7 14 0 2.8294 0.04079085 2.8392 0.0000 
2023 7 15 0 2.7834 0.04011863 2.7912 0.0000 
2023 7 16 0 2.8083 0.04042019 2.8048 0.0000 
2023 7 17 0 2.8928 0.04158901 2.8792 0.0000 
2023 7 18 0 2.9438 0.04235005 2.9350 0.0000 
2023 7 19 0 2.9524 0.04250757 2.9506 0.0000 
2023 7 20 0 2.9365 0.04229765 2.9389 0.0000 
2023 7 21 0 2.9038 0.04184126 2.9091 0.0000 
2023 7 22 0 2.8608 0.04123048 2.8679 0.0000 
2023 7 23 0 2.8172 0.04060301 2.8245 0.0000 
2023 7 24 0 2.7662 0.03987395 2.7746 0.0000 
2023 7 25 0 2.7068 0.03902571 2.7166 0.0000 
2023 7 26 0 2.6444 0.03812989 2.6548 0.0000 
2023 7 27 0 2.5792 0.03719236 2.5900 0.0000 
2023 7 28 0 2.5124 0.03623187 2.5235 0.0000 
2023 7 29 0 2.4466 0.03528413 2.4576 0.0000 
2023 7 30 0 2.3936 0.03451087 2.4026 0.0000 
2023 7 31 0 2.4086 0.03467328 2.4068 0.0000 
2023 8 1 0 2.3945 0.03449120 2.3966 0.0000 
2023 8 2 0 2.3505 0.03388243 2.3576 0.0000 
2023 8 3 0 2.2949 0.03309045 2.3040 0.0000 
2023 8 4 0 2.2348 0.03222889 2.2448 0.0000 
2023 8 5 0 2.1754 0.03137377 2.1853 0.0000 
2023 8 6 0 2.1149 0.03050342 2.1250 0.0000 
2023 8 7 0 2.0533 0.02961713 2.0636 0.0000 
2023 8 8 0 2.0285 0.02923042 2.0329 0.0000 
2023 8 9 0 2.0375 0.02933394 2.0364 0.0000 
2023 8 10 0 2.0413 0.02939129 2.0406 0.0000 
2023 8 11 0 2.0641 0.02970447 2.0604 0.0000 
2023 8 12 0 2.0573 0.02963061 2.0582 0.0000 
2023 8 13 0 2.0317 0.02927661 2.0358 0.0000 
2023 8 14 0 2.0000 0.02882526 2.0052 0.0000 
2023 8 15 0 2.0230 0.02911417 2.0197 0.0000 
2023 8 16 0 2.0664 0.02972243 2.0594 0.0000 
2023 8 17 0 2.0844 0.03000094 2.0812 0.0000 
2023 8 18 0 2.0824 0.02998795 2.0826 0.0000 
2023 8 19 0 2.0730 0.02985908 2.0745 0.0000 
2023 8 20 0 2.1180 0.03046404 2.1110 0.0000 
2023 8 21 0 2.1306 0.03067075 2.1283 0.0000 
2023 8 22 0 2.1229 0.03057585 2.1240 0.0000 
2023 8 23 0 2.1031 0.03030051 2.1063 0.0000 
2023 8 24 0 2.0736 0.02988374 2.0785 0.0000 
2023 8 25 0 2.0628 0.02971299 2.0648 0.0000 
2023 8 26 0 2.0933 0.03011988 2.0886 0.0000 
2023 8 27 0 2.1287 0.03062537 2.1229 0.0000 
2023 8 28 0 2.1353 0.03074304 2.1340 0.0000 
2023 8 29 0 2.1237 0.03058995 2.1254 0.0000 
2023 8 30 0 2.1001 0.03026041 2.1039 0.0000 
2023 8 31 0 2.0701 0.02983401 2.0751 0.0000 
