Date_NodeID	0
20220901	0.29
20220902	0.26
20220903	0.24
20220904	0.30
20220905	0.30
20220906	0.31
20220907	0.30
20220908	0.28
20220909	0.26
20220910	0.25
20220911	0.27
20220912	0.55
20220913	1.95
20220914	1.26
20220915	1.01
20220916	0.82
20220917	0.67
20220918	0.54
20220919	0.45
20220920	0.41
20220921	0.38
20220922	0.35
20220923	0.37
20220924	0.40
20220925	0.89
20220926	1.77
20220927	2.74
20220928	5.12
20220929	3.54
20220930	2.67
20221001	5.58
20221002	5.66
20221003	4.44
20221004	3.80
20221005	5.43
20221006	7.54
20221007	4.88
20221008	4.85
20221009	3.83
20221010	3.37
20221011	3.28
20221012	2.77
20221013	2.55
20221014	2.26
20221015	3.94
20221016	4.75
20221017	4.50
20221018	4.26
20221019	3.67
20221020	3.00
20221021	2.52
20221022	2.22
20221023	2.81
20221024	3.36
20221025	3.31
20221026	5.16
20221027	3.59
20221028	2.91
20221029	3.29
20221030	2.94
20221031	2.20
20221101	2.33
20221102	3.96
20221103	7.76
20221104	8.82
20221105	8.09
20221106	6.07
20221107	8.17
20221108	7.06
20221109	8.42
20221110	6.47
20221111	5.20
20221112	4.20
20221113	3.47
20221114	3.01
20221115	3.14
20221116	3.97
20221117	5.58
20221118	3.30
20221119	2.32
20221120	2.23
20221121	1.73
20221122	1.50
20221123	1.65
20221124	2.00
20221125	3.72
20221126	5.16
20221127	5.40
20221128	8.03
20221129	5.46
20221130	3.62
20221201	2.72
20221202	2.24
20221203	1.91
20221204	1.70
20221205	1.54
20221206	1.53
20221207	1.49
20221208	1.60
20221209	1.73
20221210	1.72
20221211	1.85
20221212	1.87
20221213	1.78
20221214	1.70
20221215	1.55
20221216	1.40
20221217	1.35
20221218	1.36
20221219	1.36
20221220	1.45
20221221	1.76
20221222	1.75
20221223	1.40
20221224	1.09
20221225	0.98
20221226	1.83
20221227	1.75
20221228	1.38
20221229	1.28
20221230	1.20
20221231	1.80
20230101	1.43
20230102	1.22
20230103	1.09
20230104	1.02
20230105	1.14
20230106	1.04
20230107	1.11
20230108	3.03
20230109	4.68
20230110	3.37
20230111	2.73
20230112	2.33
20230113	1.97
20230114	1.68
20230115	1.59
20230116	1.55
20230117	1.46
20230118	1.48
20230119	1.27
20230120	1.20
20230121	1.13
20230122	1.09
20230123	1.18
20230124	1.08
20230125	1.13
20230126	1.33
20230127	1.26
20230128	1.16
20230129	1.08
20230130	1.21
20230131	1.14
20230201	1.05
20230202	1.26
20230203	1.09
20230204	0.91
20230205	0.86
20230206	0.80
20230207	0.75
20230208	0.72
20230209	0.84
20230210	0.90
20230211	0.97
20230212	1.04
20230213	1.04
20230214	1.03
20230215	0.86
20230216	0.79
20230217	0.94
20230218	1.02
20230219	1.08
20230220	1.16
20230221	1.24
20230222	1.07
20230223	1.08
20230224	1.01
20230225	1.15
20230226	1.35
20230227	1.38
20230228	1.21
20230301	1.14
20230302	1.06
20230303	0.94
20230304	0.92
20230305	0.99
20230306	0.75
20230307	0.55
20230308	0.58
20230309	0.50
20230310	0.46
20230311	0.43
20230312	0.44
20230313	0.45
20230314	0.47
20230315	0.44
20230316	0.41
20230317	0.48
20230318	0.57
20230319	0.61
20230320	0.68
20230321	0.70
20230322	0.71
20230323	0.82
20230324	1.07
20230325	1.32
20230326	1.35
20230327	1.40
20230328	1.31
20230329	0.99
20230330	0.91
20230331	1.31
20230401	2.78
20230402	2.66
20230403	1.92
20230404	1.30
20230405	1.16
20230406	1.00
20230407	0.87
20230408	0.83
20230409	0.83
20230410	0.90
20230411	3.51
20230412	3.14
20230413	3.14
20230414	3.69
20230415	3.57
20230416	3.58
20230417	3.79
20230418	4.02
20230419	4.22
20230420	4.61
20230421	5.16
